City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Port Hardy,CA,2023-01-28 17:55:42,50.6996,-127.4199,41.18,87,100,0.0
294,Sabha,LY,2023-01-28 17:55:43,27.0377,14.4283,53.35,23,0,7.38
295,Ilhabela,BR,2023-01-28 17:55:43,-23.7781,-45.3581,82.02,79,34,6.02
296,Kalundborg,DK,2023-01-28 17:55:44,55.6795,11.0886,39.02,95,100,18.16
297,Tashara,RU,2023-01-28 17:55:44,55.5195,83.5094,14.79,87,100,16.42
298,Chhatarpur,IN,2023-01-28 17:55:44,24.9,79.6,58.24,26,0,1.52
299,Ongandjera,NA,2023-01-28 17:55:44,-17.8833,15.0667,84.06,37,82,16.11
300,Yekimovichi,RU,2023-01-28 17:55:45,54.1129,33.2965,27.39,76,98,1.54
301,Cienfuegos,CU,2023-01-28 17:55:45,22.1461,-80.4356,86.77,45,15,12.46
302,Meulaboh,ID,2023-01-28 17:55:45,4.1363,96.1285,75.58,87,99,2.62
303,Agadez,NE,2023-01-28 17:55:45,19.75,10.25,71.78,13,58,7.31
304,Filingue,NE,2023-01-28 17:55:46,14.3521,3.3168,82.27,11,66,10.16
305,Leningradskiy,RU,2023-01-28 17:55:46,69.3833,178.4167,1.83,94,100,11.5
306,Ipixuna,BR,2023-01-28 17:55:46,-1.7625,-48.8043,80.22,77,81,5.53
307,Garowe,SO,2023-01-28 17:55:47,8.4054,48.4845,73.67,54,4,20.6
308,Goderich,CA,2023-01-28 17:53:42,43.7501,-81.7165,29.91,64,100,9.22
309,Klaksvik,FO,2023-01-28 17:55:47,62.2266,-6.589,43.72,83,100,29.39
310,Vila Franca Do Campo,PT,2023-01-28 17:51:22,37.7167,-25.4333,57.61,75,63,10.96
311,Ketchikan,US,2023-01-28 17:55:48,55.3422,-131.6461,40.98,65,3,6.13
312,Grand Gaube,MU,2023-01-28 17:55:48,-20.0064,57.6608,78.39,84,83,6.62
313,Lompoc,US,2023-01-28 17:55:48,34.6391,-120.4579,53.62,85,0,0.0
314,Gardenstown,GB,2023-01-28 17:55:48,57.671,-2.336,39.81,76,55,12.66
315,Souillac,MU,2023-01-28 17:55:49,-20.5167,57.5167,77.38,94,75,3.44
316,Tigil,RU,2023-01-28 17:55:49,57.8,158.6667,-8.01,94,43,2.13
317,Saint-Pierre,RE,2023-01-28 17:55:49,-21.3393,55.4781,80.28,83,0,2.3
318,Edd,ER,2023-01-28 17:55:50,13.9297,41.6925,82.08,55,64,22.03
319,Shostka,UA,2023-01-28 17:55:50,51.863,33.4698,26.71,80,41,6.58
320,Brigantine,US,2023-01-28 17:55:50,39.4101,-74.3646,53.15,60,33,5.01
321,Houma,US,2023-01-28 17:51:12,29.5958,-90.7195,70.0,64,83,13.0
322,Coswig,DE,2023-01-28 17:55:51,51.1333,13.5833,34.0,82,100,4.61
323,Roald,NO,2023-01-28 17:55:51,62.5833,6.1333,41.32,75,75,16.11
324,Waw,SS,2023-01-28 17:56:51,7.7029,27.9953,85.28,17,40,2.53
325,Tramandai,BR,2023-01-28 17:56:51,-29.9847,-50.1336,83.3,66,39,10.22
326,Ilulissat,GL,2023-01-28 17:56:52,69.2167,-51.1,8.78,94,100,15.03
327,Solnechnyy,RU,2023-01-28 17:55:46,50.7214,136.6319,-24.39,97,37,3.87
328,Bonavista,CA,2023-01-28 17:56:52,48.6499,-53.1147,26.33,62,46,6.35
329,Torbat-E Jam,IR,2023-01-28 17:56:52,35.244,60.6225,36.55,77,76,0.83
330,Terre Haute,US,2023-01-28 17:53:09,39.4667,-87.4139,49.96,67,100,1.99
331,Tautira,PF,2023-01-28 17:56:53,-17.7333,-149.15,80.47,72,15,14.47
332,Vila Velha,BR,2023-01-28 17:56:53,-20.3297,-40.2925,85.95,76,20,14.97
333,Isangel,VU,2023-01-28 17:56:53,-19.55,169.2667,79.21,83,79,5.48
334,Dawson Creek,CA,2023-01-28 17:55:14,55.7666,-120.2362,-0.76,71,75,11.5
335,Chernyshevskiy,RU,2023-01-28 17:56:54,63.0128,112.4714,-33.16,100,99,1.83
336,Marsh Harbour,BS,2023-01-28 17:56:54,26.5412,-77.0636,71.35,71,79,19.71
337,Balabac,PH,2023-01-28 17:56:54,7.9868,117.0645,79.63,86,81,22.62
338,Kieta,PG,2023-01-28 17:56:54,-6.2167,155.6333,78.98,84,17,2.8
339,Avdon,RU,2023-01-28 17:56:55,54.6667,55.7167,16.92,86,100,8.95
340,Abu Zabad,SD,2023-01-28 17:56:55,12.35,29.25,80.82,14,68,9.82
341,Wysokie Mazowieckie,PL,2023-01-28 17:56:55,52.9166,22.5171,28.06,88,98,4.25
342,Jiangyou,CN,2023-01-28 17:56:56,31.7667,104.7167,40.33,34,1,2.62
343,Mayor Pablo Lagerenza,PY,2023-01-28 17:56:56,-19.9309,-60.7718,101.66,26,89,6.4
344,Vyazma,RU,2023-01-28 17:56:56,55.2104,34.2951,25.66,87,100,2.55
345,Suvorovskaya,RU,2023-01-28 17:56:56,44.1942,42.6539,30.49,87,100,4.54
346,Manono,CD,2023-01-28 17:56:57,-7.3,27.4167,69.53,92,91,4.21
347,Turukhansk,RU,2023-01-28 17:56:57,65.8167,87.9833,9.43,95,100,8.77
348,Mount Gambier,AU,2023-01-28 17:56:57,-37.8333,140.7667,58.93,94,100,6.06
349,Chara,RU,2023-01-28 17:56:58,56.9064,118.2631,-7.78,79,93,1.95
350,Spencer,US,2023-01-28 17:54:56,43.1414,-95.1444,10.51,74,100,20.71
351,Shilka,RU,2023-01-28 17:56:58,51.85,116.0333,-12.21,100,89,1.81
352,Pevek,RU,2023-01-28 17:56:58,69.7008,170.3133,-1.77,93,100,4.21
353,Dauphin,CA,2023-01-28 17:56:59,51.1494,-100.0502,-12.86,70,0,14.97
354,Muana,BR,2023-01-28 17:56:59,-1.5283,-49.2167,84.83,64,63,5.64
355,Moroto,UG,2023-01-28 17:56:59,2.5345,34.6666,74.44,32,0,17.09
356,Bowen,AU,2023-01-28 17:53:16,-20.0167,148.2333,78.76,84,49,13.22
357,Busayra,JO,2023-01-28 17:57:00,30.7376,35.6078,54.3,47,12,2.91
358,Kodiak,US,2023-01-28 17:57:00,57.79,-152.4072,33.31,93,100,5.75
359,Puerto Madryn,AR,2023-01-28 17:57:00,-42.7692,-65.0385,83.46,25,0,3.76
360,Krasnyye Baki,RU,2023-01-28 17:57:00,57.131,45.1599,-3.35,100,66,3.24
361,Makakilo City,US,2023-01-28 17:57:01,21.3469,-158.0858,68.68,83,100,11.5
362,Moose Factory,CA,2023-01-28 17:57:01,51.2585,-80.6094,-11.2,64,0,13.8
363,Snasa,NO,2023-01-28 17:57:01,64.2457,12.3778,33.21,96,100,15.61
364,Yar-Sale,RU,2023-01-28 17:57:02,66.8333,70.8333,-2.07,97,100,7.36
365,Hadzici,BA,2023-01-28 17:57:02,43.8222,18.2067,31.33,93,100,4.61
366,Lebu,CL,2023-01-28 17:57:03,-37.6167,-73.65,65.28,61,0,21.36
367,Bonthe,SL,2023-01-28 17:57:03,7.5264,-12.505,81.77,73,55,10.8
368,Barcelos,PT,2023-01-28 17:56:49,41.5388,-8.6151,53.74,73,1,6.49
369,Polunochnoye,RU,2023-01-28 17:57:04,60.8697,60.4153,11.93,85,39,5.48
370,Lavrentiya,RU,2023-01-28 17:58:04,65.5833,-171.0,15.91,96,100,1.25
371,Buncrana,IE,2023-01-28 17:58:04,55.1333,-7.45,43.02,80,100,6.26
372,Zhigansk,RU,2023-01-28 17:58:05,66.7697,123.3711,-46.5,98,98,9.55
373,Alihe,CN,2023-01-28 17:58:05,50.5667,123.7167,-20.34,99,95,1.79
374,Saint-Paul,RE,2023-01-28 17:54:49,-21.0096,55.2707,80.71,86,100,1.79
375,Cabra,ES,2023-01-28 17:58:06,37.4725,-4.4421,40.42,57,0,6.42
376,Songadh,IN,2023-01-28 17:58:06,21.1667,73.5667,70.97,60,5,2.75
377,Komsomolets,KZ,2023-01-28 17:58:06,53.7453,62.0708,9.01,95,52,5.3
378,Zhezkazgan,KZ,2023-01-28 17:58:07,47.8043,67.7144,-4.67,90,72,1.74
379,Sabang,ID,2023-01-28 17:58:07,5.8933,95.3214,77.88,83,100,12.3
380,La Maddalena,IT,2023-01-28 17:58:07,41.2142,9.4083,44.65,77,98,17.2
381,Padang,ID,2023-01-28 17:58:08,-0.9492,100.3543,76.37,86,100,3.29
382,Linfen,CN,2023-01-28 17:58:08,36.0889,111.5189,28.15,29,1,3.67
383,Merauke,ID,2023-01-28 17:58:08,-8.4667,140.3333,78.8,84,100,1.61
384,Eyl,SO,2023-01-28 17:58:09,7.9803,49.8164,74.88,74,12,20.8
385,Ramnagar,IN,2023-01-28 17:58:09,29.4,79.1167,55.74,39,0,4.18
386,Maniitsoq,GL,2023-01-28 17:58:09,65.4167,-52.9,12.45,81,100,21.3
387,Maragogi,BR,2023-01-28 17:58:10,-9.0122,-35.2225,83.68,57,51,12.46
388,Savonlinna,FI,2023-01-28 17:58:10,61.8699,28.88,30.25,86,100,13.8
389,Uyovu,TZ,2023-01-28 17:58:11,-3.2833,31.5258,68.09,74,53,0.43
390,Trinidad,BO,2023-01-28 17:58:11,-14.8333,-64.9,89.58,62,75,10.36
391,Zlobin,HR,2023-01-28 17:58:11,45.2924,14.6541,31.3,59,20,12.66
392,Arman,RU,2023-01-28 17:58:12,59.7,150.1667,-3.91,87,100,8.43
393,Fairbanks,US,2023-01-28 17:56:10,64.8378,-147.7164,16.09,84,100,0.65
394,Cullman,US,2023-01-28 17:56:24,34.1748,-86.8436,57.07,37,0,8.05
395,Youghal,IE,2023-01-28 17:58:12,51.95,-7.8506,45.61,100,90,5.32
396,Farrukhnagar,IN,2023-01-28 17:58:13,17.0778,78.2011,65.91,40,2,7.56
397,Quatre Cocos,MU,2023-01-28 17:58:13,-20.2078,57.7625,78.1,86,85,5.82
398,Kumluca,TR,2023-01-28 17:58:13,36.3703,30.2869,55.42,74,21,5.79
399,Mabamba,TZ,2023-01-28 17:58:14,-3.5983,30.5019,69.35,76,83,2.1
400,Viedma,AR,2023-01-28 17:58:14,-40.8135,-62.9967,92.46,14,6,6.89
401,Dhulian,IN,2023-01-28 17:58:14,24.6833,87.9667,61.66,43,1,5.88
402,Clyde River,CA,2023-01-28 17:58:15,70.4692,-68.5914,-1.97,78,100,25.32
403,Lethem,GY,2023-01-28 17:58:15,3.3803,-59.7968,93.27,31,8,8.66
404,Arrecife,ES,2023-01-28 17:58:15,28.963,-13.5477,64.38,55,40,16.11
405,La Seyne-Sur-Mer,FR,2023-01-28 17:58:16,43.0982,5.8847,46.35,77,90,1.99
406,Mahibadhoo,MV,2023-01-28 17:58:16,3.7833,72.9667,80.47,76,72,13.09
407,Chicama,PE,2023-01-28 17:58:16,-7.8447,-79.1469,70.34,57,100,9.69
408,Bilibino,RU,2023-01-28 17:58:17,68.0546,166.4372,-4.18,95,97,3.15
409,Shetpe,KZ,2023-01-28 17:58:17,44.1667,52.1167,29.57,53,6,8.57
410,Dicabisagan,PH,2023-01-28 17:58:17,17.0818,122.4157,69.4,86,100,12.48
411,Saint Anthony,US,2023-01-28 17:58:18,45.0205,-93.218,6.78,68,100,6.91
412,Mitsamiouli,KM,2023-01-28 17:58:18,-11.3847,43.2844,80.89,80,27,6.93
413,Caravelas,BR,2023-01-28 17:58:18,-17.7125,-39.2481,84.07,63,69,10.4
414,Kahului,US,2023-01-28 17:58:19,20.8947,-156.47,70.84,96,100,6.91
415,Kallaste,EE,2023-01-28 17:58:19,58.655,27.1592,26.83,86,95,15.57
416,Paamiut,GL,2023-01-28 17:58:19,61.994,-49.6678,17.58,83,100,22.66
417,Gusinoye Ozero,RU,2023-01-28 17:58:20,51.1144,106.2614,-3.57,96,36,2.17
418,Kidal,ML,2023-01-28 17:59:20,18.4411,1.4078,67.46,6,38,9.84
419,Nador,MA,2023-01-28 17:59:20,35.174,-2.9287,53.67,62,0,5.75
420,Chimore,BO,2023-01-28 17:59:21,-16.9833,-65.1333,88.79,57,100,4.16
421,Belaya Gora,RU,2023-01-28 17:59:21,68.5333,146.4167,-36.81,100,99,2.33
422,Monteagudo,BO,2023-01-28 17:59:21,-19.8167,-63.9833,86.72,38,99,4.16
423,Moron,AR,2023-01-28 17:59:22,-34.6534,-58.6198,91.96,63,0,3.83
424,Porbandar,IN,2023-01-28 17:55:46,21.6422,69.6093,69.39,54,0,9.04
425,Dwarka,IN,2023-01-28 17:59:22,22.2394,68.9678,69.48,50,0,9.71
426,Saint-Augustin,CA,2023-01-28 17:59:22,51.226,-58.6502,9.45,79,90,3.83
427,Mollendo,PE,2023-01-28 17:59:22,-17.0231,-72.0147,75.22,79,94,9.33
428,Leshukonskoye,RU,2023-01-28 17:59:23,64.8989,45.7622,23.72,90,100,12.21
429,Soverato,IT,2023-01-28 17:59:23,38.685,16.5499,49.95,84,100,5.86
430,Geraldton,AU,2023-01-28 17:55:14,-28.7667,114.6,70.21,78,0,16.11
431,Kennett,US,2023-01-28 17:59:23,36.2362,-90.0556,51.94,61,100,14.97
432,San Rafael,AR,2023-01-28 17:59:14,-34.6177,-68.3301,89.92,25,0,13.09
433,Kutum,SD,2023-01-28 17:59:24,14.2,24.6667,73.04,9,89,6.87
434,San Felipe,VE,2023-01-28 17:59:24,10.3399,-68.7425,84.25,34,63,8.03
435,Kindu,CD,2023-01-28 17:59:24,-2.95,25.95,70.97,98,91,5.7
436,Marsa Matruh,EG,2023-01-28 17:59:25,31.3525,27.2453,62.8,55,0,6.91
437,Palmer,US,2023-01-28 17:59:25,42.1584,-72.3287,48.51,42,23,3.0
438,Brownsville,US,2023-01-28 17:56:52,25.9018,-97.4975,75.09,89,100,16.11
439,Mae Sai,TH,2023-01-28 17:59:25,20.4335,99.8762,61.48,77,7,1.88
440,Woodward,US,2023-01-28 17:56:24,36.4337,-99.3904,52.97,40,0,6.91
441,Tahe,CN,2023-01-28 17:59:26,52.3333,124.7333,-18.42,98,99,2.15
442,Nicolas Bravo,MX,2023-01-28 17:59:26,18.45,-88.9167,76.15,87,92,5.46
443,Nizhniy Chir,RU,2023-01-28 17:59:26,48.3597,43.0865,23.11,91,71,10.31
444,Sao Filipe,CV,2023-01-28 17:59:26,14.8961,-24.4956,74.77,70,32,12.19
445,Xining,CN,2023-01-28 17:59:27,36.6167,101.7667,21.6,29,0,0.25
446,Banda Aceh,ID,2023-01-28 17:59:27,5.5577,95.3222,76.01,86,100,6.93
447,Karratha,AU,2023-01-28 17:55:26,-20.7377,116.8463,85.14,57,34,7.54
448,Coquimbo,CL,2023-01-28 17:59:27,-29.9533,-71.3436,67.73,72,0,17.27
449,Mareeba,AU,2023-01-28 17:59:28,-17.0,145.4333,74.44,93,61,2.62
450,Kadoma,JP,2023-01-28 17:59:28,34.7333,135.5833,37.38,61,8,4.61
451,Havre,FR,2023-01-28 17:59:28,49.5833,0.3333,40.33,87,100,3.44
452,Batagay-Alyta,RU,2023-01-28 17:59:29,67.8006,130.4114,-42.14,95,14,2.64
453,College,US,2023-01-28 17:59:29,64.8569,-147.8028,16.07,85,100,0.87
454,Christchurch,NZ,2023-01-28 17:59:29,-43.5333,172.6333,58.91,84,100,2.3
455,Mackay,AU,2023-01-28 17:59:30,-21.15,149.2,75.69,80,15,11.18
456,Ewa Beach,US,2023-01-28 17:59:30,21.3156,-158.0072,70.09,84,100,11.5
457,Flin Flon,CA,2023-01-28 17:59:30,54.7682,-101.865,-14.96,64,40,5.75
458,Vestmannaeyjar,IS,2023-01-28 17:59:30,63.4427,-20.2734,45.59,87,75,20.71
459,Trapani,IT,2023-01-28 17:59:31,37.8333,12.6667,47.28,75,86,2.33
460,Abu Samrah,SY,2023-01-28 17:59:31,35.3029,37.1841,52.74,72,58,8.95
461,Gazojak,TM,2023-01-28 17:59:31,41.1875,61.4036,29.14,58,0,9.57
462,Krasnoselkup,RU,2023-01-28 17:59:32,65.7,82.4667,9.66,96,100,7.56
463,San Quintin,MX,2023-01-28 17:59:32,30.4833,-115.95,59.34,49,73,5.35
464,Klyuchi,RU,2023-01-28 17:59:32,52.2667,79.1667,11.75,82,5,13.69
465,Awbari,LY,2023-01-28 18:00:33,26.5921,12.7805,50.79,23,0,7.63
466,Moindou,NC,2023-01-28 18:00:33,-21.6924,165.677,75.54,85,100,5.97
467,Gurupi,BR,2023-01-28 18:00:12,-11.7292,-49.0686,82.4,72,100,2.51
468,Airai,TL,2023-01-28 18:00:33,-8.9266,125.4092,61.09,93,94,1.45
469,Morondava,MG,2023-01-28 18:00:34,-20.2833,44.2833,83.5,73,82,16.08
470,Severnyy,RU,2023-01-28 18:00:34,50.677,36.5532,24.84,93,75,8.95
471,Port-Gentil,GA,2023-01-28 18:00:35,-0.7193,8.7815,84.16,74,40,4.61
472,Humberto De Campos,BR,2023-01-28 18:00:35,-2.5983,-43.4611,81.25,78,100,7.9
473,Kloulklubed,PW,2023-01-28 18:00:36,7.0419,134.2556,81.28,80,100,20.02
474,Podosinovets,RU,2023-01-28 18:00:36,60.2776,47.0659,12.54,91,83,8.7
475,Narasannapeta,IN,2023-01-28 18:00:36,18.4167,84.05,70.41,85,0,3.85
476,Namibe,AO,2023-01-28 18:00:37,-15.1961,12.1522,75.94,81,93,9.28
477,Strezhevoy,RU,2023-01-28 18:00:37,60.7333,77.5889,0.86,100,96,6.2
478,Safaga,EG,2023-01-28 18:00:38,26.7292,33.9365,71.38,71,7,5.86
479,Olga,RU,2023-01-28 18:00:38,43.7444,135.2892,-2.42,67,0,12.01
480,Gat,IL,2023-01-28 18:00:39,31.61,34.7642,64.81,100,22,4.32
481,Camopi,GF,2023-01-28 18:00:39,3.1655,-52.3158,80.89,80,97,3.71
482,Avila,ES,2023-01-28 18:00:39,40.5833,-5.0,34.65,91,100,9.71
483,Opuwo,NA,2023-01-28 18:00:39,-18.0607,13.84,76.21,50,78,16.67
484,Nemea,GR,2023-01-28 18:00:40,37.8167,22.6667,43.21,81,45,0.63
485,Porto Novo,BJ,2023-01-28 17:56:14,6.4965,2.6036,85.82,77,64,11.01
486,Road Town,VG,2023-01-28 17:58:05,18.4167,-64.6167,82.44,51,20,8.05
487,Ikongo,MG,2023-01-28 18:00:03,-21.8833,47.4333,73.26,90,100,4.34
488,Dzerzhinskoye,RU,2023-01-28 18:00:40,56.8344,95.2283,20.7,87,100,8.25
489,Banjar,ID,2023-01-28 18:00:41,-8.19,114.9675,75.51,95,100,1.48
490,Tortoli,IT,2023-01-28 18:00:41,39.9256,9.6572,46.94,81,96,5.1
491,Asau,RO,2023-01-28 18:00:41,46.4333,26.4,29.32,88,100,5.68
492,Plettenberg Bay,ZA,2023-01-28 18:00:43,-34.0527,23.3716,63.59,78,100,13.98
493,Raudeberg,NO,2023-01-28 18:00:44,61.9875,5.1352,41.67,19,99,18.12
494,Rio Gallegos,AR,2023-01-28 18:00:44,-51.6226,-69.2181,74.44,27,21,13.76
495,Elizabeth City,US,2023-01-28 18:00:44,36.2946,-76.2511,60.06,49,0,5.99
496,Muskegon,US,2023-01-28 18:00:45,43.3,-86.1334,29.75,70,100,0.0
497,Puerto Narino,CO,2023-01-28 18:00:45,-3.7703,-70.3831,78.85,91,99,0.76
498,Bahia Blanca,AR,2023-01-28 17:59:45,-38.7196,-62.2724,93.29,21,0,1.01
499,Obigarm,TJ,2023-01-28 18:00:45,38.7173,69.7088,30.69,80,100,6.38
500,Kendari,ID,2023-01-28 18:00:46,-3.945,122.4989,75.13,94,100,4.05
501,Petushki,RU,2023-01-28 18:00:46,55.9264,39.461,18.9,97,91,2.59
502,Ouegoa,NC,2023-01-28 18:00:46,-20.35,164.4333,77.58,88,100,6.4
503,Magomeni,TZ,2023-01-28 18:00:47,-6.8,39.25,79.5,76,2,9.82
504,Labuhan,ID,2023-01-28 18:00:48,-6.8844,112.2051,75.7,93,100,5.77
505,Morant Bay,JM,2023-01-28 18:00:48,17.8815,-76.4093,87.71,66,75,20.24
506,Hay River,CA,2023-01-28 18:00:49,60.8156,-115.7999,-5.19,87,55,14.67
507,Marrakesh,MA,2023-01-28 18:00:24,31.6315,-8.0083,57.27,41,40,6.91
508,Ranong,TH,2023-01-28 18:00:49,9.9658,98.6348,75.45,80,93,7.94
509,Singkawang,ID,2023-01-28 18:00:49,0.9,109.0,74.37,97,100,6.51
510,Nortelandia,BR,2023-01-28 18:00:50,-14.4547,-56.8028,73.29,94,100,6.26
511,Port Blair,IN,2023-01-28 18:01:51,11.6667,92.75,79.93,75,7,12.59
512,Acari,PE,2023-01-28 18:01:51,-15.4311,-74.6158,84.78,55,87,12.48
513,Tingo Maria,PE,2023-01-28 18:01:51,-9.2895,-76.0088,82.6,65,98,2.91
514,Tomaszow Lubelski,PL,2023-01-28 18:01:51,50.4477,23.4162,27.34,69,57,5.14
515,Aban,RU,2023-01-28 18:01:52,56.67,96.06,20.01,95,100,7.36
516,Dewas,IN,2023-01-28 18:01:52,22.9667,76.0667,64.58,55,0,7.11
517,Laramie,US,2023-01-28 18:00:07,41.3114,-105.5911,25.77,78,99,7.36
518,Auki,SB,2023-01-28 18:01:53,-8.7676,160.7034,76.89,85,98,1.99
519,Vilyuysk,RU,2023-01-28 18:01:53,63.7553,121.6247,-59.46,100,65,2.75
520,Sao Joao Da Barra,BR,2023-01-28 17:58:41,-21.6403,-41.0511,89.69,81,74,14.05
521,Urusha,RU,2023-01-28 18:01:53,54.05,122.9,-21.32,99,100,1.74
522,Vagamo,NO,2023-01-28 18:01:54,61.8751,9.0967,18.97,93,57,4.94
523,Deer Lake,CA,2023-01-28 18:01:54,49.1667,-57.4316,27.09,76,50,7.47
524,Carauari,BR,2023-01-28 18:01:54,-4.8828,-66.8958,75.97,89,100,2.06
525,Pingxiang,CN,2023-01-28 18:01:55,27.6167,113.85,36.7,54,2,2.44
526,Araouane,ML,2023-01-28 18:01:55,18.9048,-3.5265,62.94,10,87,7.65
527,Bideford,GB,2023-01-28 18:01:55,51.0179,-4.2046,44.31,87,61,2.33
528,Storm Lake,US,2023-01-28 18:00:55,42.6411,-95.2097,10.44,92,0,21.85
529,Koslan,RU,2023-01-28 18:01:56,63.4564,48.8989,20.97,88,100,11.36
530,Kolosovka,RU,2023-01-28 18:01:56,56.4678,73.611,18.95,95,100,10.63
531,Serafimovich,RU,2023-01-28 18:01:57,49.5786,42.736,14.63,88,99,7.61
532,Pangnirtung,CA,2023-01-28 18:01:57,66.1451,-65.7125,-38.43,95,99,3.85
533,Amudat,UG,2023-01-28 18:01:57,1.95,34.95,76.08,32,0,15.52
534,Oyama,JP,2023-01-28 18:01:57,36.3,139.8,37.58,47,22,5.59
535,Funadhoo,MV,2023-01-28 18:01:58,6.15,73.2667,80.02,75,3,4.81
536,Beyneu,KZ,2023-01-28 18:01:58,45.3167,55.2,28.85,52,0,9.37
537,Rockport,US,2023-01-28 18:01:58,28.0206,-97.0544,69.84,91,100,12.66
538,Medvezhyegorsk,RU,2023-01-28 18:01:59,62.9167,34.4667,26.78,94,100,14.09
539,Otradnoye,RU,2023-01-28 18:01:59,59.7775,30.8181,23.05,87,98,11.68
540,Palasa,IN,2023-01-28 18:01:59,18.7667,84.4167,69.44,83,0,3.76
541,Kayerkan,RU,2023-01-28 18:02:00,69.3497,87.7602,-4.47,98,99,5.35
542,Kropotkin,RU,2023-01-28 18:02:00,45.4375,40.5756,37.65,76,100,8.63
543,Fonte Boa,BR,2023-01-28 18:02:00,-2.4959,-66.2662,87.03,59,100,2.48
544,Gospic,HR,2023-01-28 18:02:00,44.5461,15.3747,31.69,92,72,7.96
545,Lons-Le-Saunier,FR,2023-01-28 18:02:01,46.75,5.75,33.12,89,50,7.29
546,Coihueco,CL,2023-01-28 18:02:02,-36.6167,-71.8333,94.5,9,0,8.39
547,Hamilton,US,2023-01-28 18:02:02,39.1834,-84.5333,53.04,53,0,11.5
548,Berlevag,NO,2023-01-28 18:02:02,70.8578,29.0864,30.15,86,75,9.22
549,Santa Rosa,PH,2023-01-28 18:02:03,14.3122,121.1114,76.08,78,89,16.37
550,Harper,LR,2023-01-28 18:02:03,4.375,-7.7169,82.24,74,74,8.66
551,Darhan,MN,2023-01-28 18:02:03,49.4867,105.9228,-4.18,93,20,6.33
552,Salalah,OM,2023-01-28 18:02:04,17.0151,54.0924,72.43,34,85,15.35
553,Shihezi,CN,2023-01-28 18:02:04,44.3,86.0333,-7.33,98,49,3.53
554,Monki,PL,2023-01-28 18:02:05,53.405,22.7979,29.68,93,77,4.38
555,Luorong,CN,2023-01-28 18:03:05,24.4058,109.6086,45.9,27,58,6.02
556,Hovd,MN,2023-01-28 18:03:05,48.0056,91.6419,-0.31,82,1,1.21
557,Ibra,OM,2023-01-28 18:03:06,22.6906,58.5334,63.7,62,19,9.13
558,Santa Isabel,BR,2023-01-28 18:03:06,-23.3156,-46.2214,76.71,72,92,2.86
559,Liwale,TZ,2023-01-28 18:03:07,-9.7667,37.9333,71.6,80,11,2.84
560,Erzin,TR,2023-01-28 18:03:07,36.9559,36.2,49.3,71,45,5.1
561,Tual,ID,2023-01-28 18:03:08,-5.6667,132.75,81.27,76,97,7.0
562,Boueni,YT,2023-01-28 18:03:09,-12.9025,45.0761,82.38,79,19,5.03
563,Coahuayana,MX,2023-01-28 18:03:09,18.7333,-103.6833,89.83,21,5,6.2
564,Hualmay,PE,2023-01-28 18:03:09,-11.0964,-77.6139,76.75,69,51,11.25
565,Mehamn,NO,2023-01-28 18:03:10,71.0357,27.8492,30.15,80,40,14.97
566,At-Bashi,KG,2023-01-28 18:03:10,41.1702,75.8106,9.36,64,100,2.44
567,Chapais,CA,2023-01-28 18:03:10,49.7834,-74.8492,4.78,88,100,14.07
568,Prainha,BR,2023-01-28 18:03:11,-1.8,-53.48,83.41,73,93,4.21
569,Cockburn Town,TC,2023-01-28 18:02:54,21.4612,-71.1419,76.21,62,76,19.37
570,Zhuji,CN,2023-01-28 18:03:11,29.7188,120.2423,32.25,50,56,2.91
571,Acajutla,SV,2023-01-28 18:03:11,13.5928,-89.8275,87.96,42,83,7.29
572,Harsin,IR,2023-01-28 18:03:12,34.2721,47.5861,34.61,58,53,2.57
573,Gigmoto,PH,2023-01-28 18:03:12,13.7796,124.39,75.6,90,100,19.71
574,Tura,IN,2023-01-28 18:03:13,25.5198,90.2201,61.02,48,4,2.13
575,Muisne,EC,2023-01-28 18:03:13,0.6,-80.0333,80.01,80,94,9.35
576,Cutro,IT,2023-01-28 18:03:13,39.0353,16.9819,46.65,82,96,10.67
577,Sant Julia De Loria,AD,2023-01-28 18:03:14,42.4625,1.4825,25.34,90,47,8.99
578,Kajaani,FI,2023-01-28 18:03:14,64.2273,27.7285,32.05,80,100,10.36
579,Nayoro,JP,2023-01-28 18:03:14,44.3506,142.4578,8.42,93,95,4.36
580,Rockland,US,2023-01-28 18:03:15,41.1668,-74.0496,51.13,43,25,4.0
581,Maracaibo,VE,2023-01-28 18:02:13,10.6317,-71.6406,86.7,38,44,3.96
